project,opt_level,binary,function,size,agent,pattern,hit,type_match,byte_match,ged,evidence
coreutils,O2-noinline,cp,copy_reg,590,claude-code,ARR-01,no,0.5588235294117647,0.0,142.0,no array/pointer sentinel mismatch found
coreutils,O2-noinline,df,filter_mount_list,142,codex,SC-01,candidate,0.08333333333333333,0.4020979020979021,6.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: devlist_table, mount_list, print_grand_total, show_all_fs, show_listed_fs, show_local_fs"
coreutils,O2-noinline,df,filter_mount_list,142,codex,ST-01,no,0.08333333333333333,0.4020979020979021,6.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,df,filter_mount_list,142,codex,PTR-01,no,0.08333333333333333,0.4020979020979021,6.0,pointer depth agrees for 4 aligned fields
coreutils,O2-noinline,df,filter_mount_list,142,codex,INT-01,unevaluable,0.08333333333333333,0.4020979020979021,6.0,no safely aligned integer declarations
coreutils,O2-noinline,df,filter_mount_list,142,codex,FN-01,no,0.08333333333333333,0.4020979020979021,6.0,"matching canonical signature=('void', ('bool',))"
coreutils,O2-noinline,df,filter_mount_list,142,codex,LAYOUT-01,no,0.08333333333333333,0.4020979020979021,6.0,matching field order/types for ['devlist']
coreutils,O2-noinline,df,filter_mount_list,142,codex,ARR-01,candidate,0.08333333333333333,0.4020979020979021,6.0,static arrays/pointers and extern objects exist but role mapping is incomplete
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,SC-01,candidate,0.25,0.4826254826254826,12.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: devlist_table, mount_list, print_grand_total, show_all_fs, show_listed_fs, show_local_fs"
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,ST-01,no,0.25,0.4826254826254826,12.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,PTR-01,no,0.25,0.4826254826254826,12.0,pointer depth agrees for 4 aligned fields
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,INT-01,unevaluable,0.25,0.4826254826254826,12.0,no safely aligned integer declarations
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,FN-01,no,0.25,0.4826254826254826,12.0,"matching canonical signature=('void', ('bool',))"
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,LAYOUT-01,no,0.25,0.4826254826254826,12.0,matching field order/types for ['devlist']
coreutils,O2-noinline,df,filter_mount_list,142,claude-code,ARR-01,candidate,0.25,0.4826254826254826,12.0,static arrays/pointers and extern objects exist but role mapping is incomplete
coreutils,O2-noinline,shred,dopass,269,codex,SC-01,no,0.3333333333333333,0.23795620437956205,112.0,no role-aligned static-to-extern declaration
coreutils,O2-noinline,shred,dopass,269,codex,ST-01,no,0.3333333333333333,0.23795620437956205,112.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,shred,dopass,269,codex,PTR-01,unevaluable,0.3333333333333333,0.23795620437956205,112.0,no aligned explicit struct fields
coreutils,O2-noinline,shred,dopass,269,codex,INT-01,unevaluable,0.3333333333333333,0.23795620437956205,112.0,no safely aligned integer declarations
coreutils,O2-noinline,shred,dopass,269,codex,FN-01,no,0.3333333333333333,0.23795620437956205,112.0,"matching canonical signature=('int', ('int', 'const struct stat*', 'const char*', 'off_t*', 'int', 'struct randread_source*', 'unsigned long', 'unsigned long'))"
coreutils,O2-noinline,shred,dopass,269,codex,LAYOUT-01,unevaluable,0.3333333333333333,0.23795620437956205,112.0,no same-name explicit struct definitions
coreutils,O2-noinline,shred,dopass,269,codex,ARR-01,no,0.3333333333333333,0.23795620437956205,112.0,no array/pointer sentinel mismatch found
coreutils,O2-noinline,shred,dopass,269,claude-code,SC-01,no,0.7878787878787878,0.0,41.0,no role-aligned static-to-extern declaration
coreutils,O2-noinline,shred,dopass,269,claude-code,ST-01,no,0.7878787878787878,0.0,41.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,shred,dopass,269,claude-code,PTR-01,unevaluable,0.7878787878787878,0.0,41.0,no aligned explicit struct fields
coreutils,O2-noinline,shred,dopass,269,claude-code,INT-01,no,0.7878787878787878,0.0,41.0,typedefs agree for 5 exact-name declarations
coreutils,O2-noinline,shred,dopass,269,claude-code,FN-01,unevaluable,0.7878787878787878,0.0,41.0,"signature parse is not trustworthy: source=('int', ('int', 'struct stat const *', 'char const *', 'off_t *', 'int', 'struct randread_source *', 'unsigned long int', 'unsigned long int')); decompiled=('update *sizep if the size is discovered. Return -1 on dopass fatal error, 1 on', ('int',))"
coreutils,O2-noinline,shred,dopass,269,claude-code,LAYOUT-01,unevaluable,0.7878787878787878,0.0,41.0,no same-name explicit struct definitions
coreutils,O2-noinline,shred,dopass,269,claude-code,ARR-01,no,0.7878787878787878,0.0,41.0,no array/pointer sentinel mismatch found
coreutils,O2-noinline,sort,mergelines_node,297,codex,SC-01,no,0.4,0.18724279835390947,48.0,no role-aligned static-to-extern declaration
coreutils,O2-noinline,sort,mergelines_node,297,codex,ST-01,no,0.4,0.18724279835390947,48.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,sort,mergelines_node,297,codex,PTR-01,no,0.4,0.18724279835390947,48.0,pointer depth agrees for 16 aligned fields
coreutils,O2-noinline,sort,mergelines_node,297,codex,INT-01,no,0.4,0.18724279835390947,48.0,typedefs agree for 2 exact-name declarations
coreutils,O2-noinline,sort,mergelines_node,297,codex,FN-01,no,0.4,0.18724279835390947,48.0,"matching canonical signature=('void', ('struct merge_node*', 'size_t', 'FILE*', 'const char*'))"
coreutils,O2-noinline,sort,mergelines_node,297,codex,LAYOUT-01,yes,0.4,0.18724279835390947,48.0,"struct merge_node: source=[('lo', 'struct line *'), ('hi', 'struct line *'), ('end_lo', 'struct line *'), ('end_hi', 'struct line *'), ('dest', 'struct line **'), ('nlo', 'size_t'), ('nhi', 'size_t'), ('parent', 'struct merge_node *'), ('lo_child', 'struct merge_node *'), ('hi_child', 'struct merge_node *'), ('level', 'unsigned int'), ('queued', ''), ('lock', 'pthread_mutex_t')]; decompiled=[('lo', 'struct line *'), ('hi', 'struct line *'), ('end_lo', 'struct line *'), ('end_hi', 'struct line *'), ('dest', 'struct line **'), ('nlo', 'size_t'), ('nhi', 'size_t'), ('parent', 'struct merge_node *'), ('lo_child', 'struct merge_node *'), ('hi_child', 'struct merge_node *'), ('level', 'unsigned int'), ('queued', 'unsigned char')]"
coreutils,O2-noinline,sort,mergelines_node,297,codex,ARR-01,no,0.4,0.18724279835390947,48.0,no array/pointer sentinel mismatch found
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,SC-01,no,0.6,0.0,0.0,no role-aligned static-to-extern declaration
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,ST-01,no,0.6,0.0,0.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,PTR-01,no,0.6,0.0,0.0,pointer depth agrees for 17 aligned fields
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,INT-01,no,0.6,0.0,0.0,typedefs agree for 4 exact-name declarations
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,FN-01,unevaluable,0.6,0.0,0.0,"signature parse is not trustworthy: source=('void', ('struct merge_node *__restrict__', 'size_t', 'FILE *', 'char const *')); decompiled=('merge tree. Merge a number of lines appropriate for this merge level, assuming TOTAL_LINES is the total number of lines. If merging at the top level, send output to a temp', ('or',))"
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,LAYOUT-01,candidate,0.6,0.0,0.0,struct merge_node.queued:  vs _Bool
coreutils,O2-noinline,sort,mergelines_node,297,claude-code,ARR-01,no,0.6,0.0,0.0,no array/pointer sentinel mismatch found
coreutils,O2-noinline,touch,main,240,codex,SC-01,candidate,0.45454545454545453,0.0,62.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: amtime_now, change_times, newtime, no_create, no_dereference, ref_file"
coreutils,O2-noinline,touch,main,240,codex,ST-01,no,0.45454545454545453,0.0,62.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,touch,main,240,codex,PTR-01,unevaluable,0.45454545454545453,0.0,62.0,no aligned explicit struct fields
coreutils,O2-noinline,touch,main,240,codex,INT-01,unevaluable,0.45454545454545453,0.0,62.0,no safely aligned integer declarations
coreutils,O2-noinline,touch,main,240,codex,FN-01,no,0.45454545454545453,0.0,62.0,"matching canonical signature=('int', ('int', 'char**'))"
coreutils,O2-noinline,touch,main,240,codex,LAYOUT-01,unevaluable,0.45454545454545453,0.0,62.0,no same-name explicit struct definitions
coreutils,O2-noinline,touch,main,240,codex,ARR-01,candidate,0.45454545454545453,0.0,62.0,static arrays/pointers and extern objects exist but role mapping is incomplete
coreutils,O2-noinline,touch,main,240,claude-code,SC-01,no,0.45454545454545453,0.0,80.0,no role-aligned static-to-extern declaration
coreutils,O2-noinline,touch,main,240,claude-code,ST-01,no,0.45454545454545453,0.0,80.0,no missing-member diagnostic or visible collision
coreutils,O2-noinline,touch,main,240,claude-code,PTR-01,unevaluable,0.45454545454545453,0.0,80.0,no aligned explicit struct fields
coreutils,O2-noinline,touch,main,240,claude-code,INT-01,unevaluable,0.45454545454545453,0.0,80.0,no safely aligned integer declarations
coreutils,O2-noinline,touch,main,240,claude-code,FN-01,no,0.45454545454545453,0.0,80.0,"matching canonical signature=('int', ('int', 'char**'))"
coreutils,O2-noinline,touch,main,240,claude-code,LAYOUT-01,unevaluable,0.45454545454545453,0.0,80.0,no same-name explicit struct definitions
coreutils,O2-noinline,touch,main,240,claude-code,ARR-01,candidate,0.45454545454545453,0.0,80.0,static arrays/pointers and extern objects exist but role mapping is incomplete
cronie,O2-noinline,crontab,get_range,137,codex,SC-01,no,0.8181818181818182,0.2920962199312715,50.0,no role-aligned static-to-extern declaration
cronie,O2-noinline,crontab,get_range,137,codex,ST-01,no,0.8181818181818182,0.2920962199312715,50.0,no missing-member diagnostic or visible collision
cronie,O2-noinline,crontab,get_range,137,codex,PTR-01,unevaluable,0.8181818181818182,0.2920962199312715,50.0,no aligned explicit struct fields
cronie,O2-noinline,crontab,get_range,137,codex,INT-01,unevaluable,0.8181818181818182,0.2920962199312715,50.0,no safely aligned integer declarations
cronie,O2-noinline,crontab,get_range,137,codex,FN-01,no,0.8181818181818182,0.2920962199312715,50.0,"matching canonical signature=('int', ('bitstr_t*', 'int', 'int', 'const char**', 'FILE*'))"
cronie,O2-noinline,crontab,get_range,137,codex,LAYOUT-01,unevaluable,0.8181818181818182,0.2920962199312715,50.0,no same-name explicit struct definitions
cronie,O2-noinline,crontab,get_range,137,codex,ARR-01,no,0.8181818181818182,0.2920962199312715,50.0,no array/pointer sentinel mismatch found
cronie,O2-noinline,crontab,get_range,137,claude-code,SC-01,no,0.5454545454545454,0.2616822429906542,43.0,no role-aligned static-to-extern declaration
cronie,O2-noinline,crontab,get_range,137,claude-code,ST-01,no,0.5454545454545454,0.2616822429906542,43.0,no missing-member diagnostic or visible collision
cronie,O2-noinline,crontab,get_range,137,claude-code,PTR-01,unevaluable,0.5454545454545454,0.2616822429906542,43.0,no aligned explicit struct fields
cronie,O2-noinline,crontab,get_range,137,claude-code,INT-01,unevaluable,0.5454545454545454,0.2616822429906542,43.0,no safely aligned integer declarations
cronie,O2-noinline,crontab,get_range,137,claude-code,FN-01,no,0.5454545454545454,0.2616822429906542,43.0,"matching canonical signature=('int', ('bitstr_t*', 'int', 'int', 'const char**', 'FILE*'))"
cronie,O2-noinline,crontab,get_range,137,claude-code,LAYOUT-01,unevaluable,0.5454545454545454,0.2616822429906542,43.0,no same-name explicit struct definitions
cronie,O2-noinline,crontab,get_range,137,claude-code,ARR-01,no,0.5454545454545454,0.2616822429906542,43.0,no array/pointer sentinel mismatch found
cronie,O2-noinline,cronnext,get_range,137,codex,SC-01,no,0.5454545454545454,0.2508250825082508,45.0,no role-aligned static-to-extern declaration
cronie,O2-noinline,cronnext,get_range,137,codex,ST-01,no,0.5454545454545454,0.2508250825082508,45.0,no missing-member diagnostic or visible collision
cronie,O2-noinline,cronnext,get_range,137,codex,PTR-01,unevaluable,0.5454545454545454,0.2508250825082508,45.0,no aligned explicit struct fields
cronie,O2-noinline,cronnext,get_range,137,codex,INT-01,unevaluable,0.5454545454545454,0.2508250825082508,45.0,no safely aligned integer declarations
cronie,O2-noinline,cronnext,get_range,137,codex,FN-01,no,0.5454545454545454,0.2508250825082508,45.0,"ABI-compatible signature spelling: ('int', ('bitstr_t*', 'int', 'int', 'const char**', 'FILE*')) vs ('int', ('bitstr_t*', 'int', 'int', 'const char*const*', 'FILE*'))"
cronie,O2-noinline,cronnext,get_range,137,codex,LAYOUT-01,unevaluable,0.5454545454545454,0.2508250825082508,45.0,no same-name explicit struct definitions
cronie,O2-noinline,cronnext,get_range,137,codex,ARR-01,no,0.5454545454545454,0.2508250825082508,45.0,no array/pointer sentinel mismatch found
cronie,O2-noinline,cronnext,get_range,137,claude-code,SC-01,no,0.45454545454545453,0.2972972972972973,53.0,no role-aligned static-to-extern declaration
cronie,O2-noinline,cronnext,get_range,137,claude-code,ST-01,no,0.45454545454545453,0.2972972972972973,53.0,no missing-member diagnostic or visible collision
cronie,O2-noinline,cronnext,get_range,137,claude-code,PTR-01,unevaluable,0.45454545454545453,0.2972972972972973,53.0,no aligned explicit struct fields
cronie,O2-noinline,cronnext,get_range,137,claude-code,INT-01,unevaluable,0.45454545454545453,0.2972972972972973,53.0,no safely aligned integer declarations
cronie,O2-noinline,cronnext,get_range,137,claude-code,FN-01,no,0.45454545454545453,0.2972972972972973,53.0,"matching canonical signature=('int', ('bitstr_t*', 'int', 'int', 'const char**', 'FILE*'))"
cronie,O2-noinline,cronnext,get_range,137,claude-code,LAYOUT-01,unevaluable,0.45454545454545453,0.2972972972972973,53.0,no same-name explicit struct definitions
cronie,O2-noinline,cronnext,get_range,137,claude-code,ARR-01,no,0.45454545454545453,0.2972972972972973,53.0,no array/pointer sentinel mismatch found
diffutils,O2-noinline,cmp,cmp,333,codex,SC-01,candidate,0.2558139534883721,0.16,128.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: buffer, file, file_desc, ignore_initial, stat_buf"
diffutils,O2-noinline,cmp,cmp,333,codex,ST-01,no,0.2558139534883721,0.16,128.0,no missing-member diagnostic or visible collision
diffutils,O2-noinline,cmp,cmp,333,codex,PTR-01,unevaluable,0.2558139534883721,0.16,128.0,no aligned explicit struct fields
diffutils,O2-noinline,cmp,cmp,333,codex,INT-01,no,0.2558139534883721,0.16,128.0,typedefs agree for 2 exact-name declarations
diffutils,O2-noinline,cmp,cmp,333,codex,FN-01,no,0.2558139534883721,0.16,128.0,"matching canonical signature=('int', ('int',))"
diffutils,O2-noinline,cmp,cmp,333,codex,LAYOUT-01,unevaluable,0.2558139534883721,0.16,128.0,no same-name explicit struct definitions
diffutils,O2-noinline,cmp,cmp,333,codex,ARR-01,candidate,0.2558139534883721,0.16,128.0,static arrays/pointers and extern objects exist but role mapping is incomplete
diffutils,O2-noinline,cmp,cmp,333,claude-code,SC-01,candidate,0.5813953488372093,0.0,89.0,"file-scope static objects emitted as extern; linkage must be checked against ELF/output contract: buf_size, buffer, bytes, file, file_desc, ignore_initial, opt_print_bytes, stat_buf"
diffutils,O2-noinline,cmp,cmp,333,claude-code,ST-01,no,0.5813953488372093,0.0,89.0,no missing-member diagnostic or visible collision
